Date,Dividends,Ticker
2018-03-07,0.488512,VALE3
2018-08-03,1.480362,VALE3
2019-12-27,1.414364,VALE3
2020-09-22,2.40751,VALE3
2021-03-05,4.261646,VALE3
2021-06-24,2.18967,VALE3
2021-09-23,8.197239,VALE3
2022-03-09,3.719256,VALE3
2022-08-12,3.572057,VALE3
2022-12-13,0.292013,VALE3
2023-03-14,1.827646,VALE3
2023-08-14,1.918472,VALE3
2023-11-22,2.331662,VALE3
2024-03-12,2.738548,VALE3
2024-08-05,2.093798,VALE3
2024-12-12,0.520531,VALE3
2025-03-10,2.141847,VALE3
2025-08-13,1.895387,VALE3
2025-12-12,3.581771,VALE3
2008-02-01,0.003507,ITUB4
2008-03-03,0.003507,ITUB4
2008-04-01,0.003507,ITUB4
2008-05-02,0.003507,ITUB4
2008-06-02,0.004384,ITUB4
2008-07-01,0.004384,ITUB4
2008-08-01,0.004384,ITUB4
2008-09-01,0.004384,ITUB4
2008-10-01,0.004384,ITUB4
2009-01-02,0.004384,ITUB4
2009-02-02,0.004384,ITUB4
2009-04-01,0.004384,ITUB4
2009-05-04,0.004384,ITUB4
2009-06-01,0.004384,ITUB4
2009-07-01,0.004384,ITUB4
2009-08-03,0.004384,ITUB4
2009-09-01,0.004823,ITUB4
2009-10-01,0.004823,ITUB4
2009-11-03,0.004823,ITUB4
2009-12-01,0.004823,ITUB4
2010-01-04,0.076199,ITUB4
2010-02-01,0.004823,ITUB4
2010-02-22,0.154487,ITUB4
2010-03-01,0.004823,ITUB4
2010-04-01,0.004823,ITUB4
2010-05-03,0.004823,ITUB4
2010-06-01,0.004823,ITUB4
2010-07-01,0.004823,ITUB4
2010-08-02,0.004823,ITUB4
2010-08-11,0.084206,ITUB4
2010-09-01,0.004823,ITUB4
2010-10-01,0.004823,ITUB4
2010-11-01,0.004823,ITUB4
2010-12-01,0.004823,ITUB4
2011-01-03,0.091229,ITUB4
2011-02-01,0.004823,ITUB4
2011-03-01,0.004823,ITUB4
2011-03-04,0.153442,ITUB4
2011-04-01,0.004823,ITUB4
2011-05-02,0.004823,ITUB4
2011-06-01,0.004823,ITUB4
2011-07-01,0.004823,ITUB4
2011-08-01,0.004823,ITUB4
2011-08-10,0.108752,ITUB4
2011-09-01,0.004823,ITUB4
2011-10-03,0.004823,ITUB4
2011-11-01,0.004823,ITUB4
2011-12-01,0.004823,ITUB4
2011-12-27,0.115745,ITUB4
2012-01-02,0.004823,ITUB4
2012-02-01,0.004823,ITUB4
2012-03-01,0.173376,ITUB4
2012-04-02,0.006028,ITUB4
2012-05-02,0.006028,ITUB4
2012-06-01,0.006028,ITUB4
2012-07-02,0.006028,ITUB4
2012-08-01,0.006028,ITUB4
2012-08-02,0.111485,ITUB4
2012-09-03,0.006028,ITUB4
2012-10-01,0.006028,ITUB4
2012-11-01,0.006028,ITUB4
2012-12-26,0.12539,ITUB4
2013-01-02,0.006028,ITUB4
2013-02-01,0.006028,ITUB4
2013-03-01,0.006028,ITUB4
2013-03-06,0.153683,ITUB4
2013-04-01,0.006028,ITUB4
2013-05-02,0.006028,ITUB4
2013-06-03,0.006631,ITUB4
2013-07-01,0.006631,ITUB4
2013-08-01,0.006631,ITUB4
2013-08-07,0.122633,ITUB4
2013-09-02,0.006631,ITUB4
2013-10-01,0.006631,ITUB4
2013-11-01,0.006631,ITUB4
2013-12-02,0.006631,ITUB4
2013-12-23,0.090007,ITUB4
2014-01-02,0.006631,ITUB4
2014-02-03,0.006631,ITUB4
2014-02-19,0.231473,ITUB4
2014-03-05,0.006631,ITUB4
2014-04-01,0.006631,ITUB4
2014-05-02,0.006631,ITUB4
2014-06-02,0.006631,ITUB4
2014-07-01,0.007294,ITUB4
2014-08-01,0.007294,ITUB4
2014-08-14,0.158316,ITUB4
2014-09-01,0.007294,ITUB4
2014-10-01,0.007294,ITUB4
2014-11-03,0.007294,ITUB4
2014-12-01,0.007294,ITUB4
2015-01-02,0.007294,ITUB4
2015-02-02,0.007294,ITUB4
2015-02-11,0.410573,ITUB4
2015-03-02,0.007294,ITUB4
2015-04-01,0.007294,ITUB4
2015-05-04,0.007294,ITUB4
2015-06-01,0.007294,ITUB4
2015-07-01,0.007294,ITUB4
2015-08-03,0.008024,ITUB4
2015-08-13,0.185081,ITUB4
2015-09-01,0.008024,ITUB4
2015-10-01,0.008024,ITUB4
2015-11-03,0.008024,ITUB4
2015-12-01,0.008024,ITUB4
2015-12-10,0.111798,ITUB4
2016-01-04,0.008024,ITUB4
2016-02-01,0.008024,ITUB4
2016-02-19,0.350049,ITUB4
2016-03-01,0.008024,ITUB4
2016-04-01,0.008024,ITUB4
2016-05-02,0.008024,ITUB4
2016-06-01,0.008024,ITUB4
2016-07-01,0.008024,ITUB4
2016-08-01,0.008024,ITUB4
2016-08-15,0.213432,ITUB4
2016-09-01,0.008024,ITUB4
2016-10-03,0.008024,ITUB4
2016-11-01,0.008826,ITUB4
2016-12-01,0.008826,ITUB4
2016-12-23,0.277376,ITUB4
2017-01-02,0.008826,ITUB4
2017-02-01,0.008826,ITUB4
2017-02-21,0.456252,ITUB4
2017-03-01,0.008826,ITUB4
2017-04-03,0.008826,ITUB4
2017-05-02,0.008826,ITUB4
2017-06-01,0.008826,ITUB4
2017-07-03,0.008826,ITUB4
2017-08-01,0.008826,ITUB4
2017-08-15,0.234775,ITUB4
2017-09-01,0.008826,ITUB4
2017-10-02,0.008826,ITUB4
2017-11-01,0.008826,ITUB4
2017-12-01,0.008826,ITUB4
2017-12-15,0.085025,ITUB4
2018-01-02,0.008826,ITUB4
2018-02-01,0.008826,ITUB4
2018-02-16,1.3198,ITUB4
2018-03-01,0.008826,ITUB4
2018-04-02,0.008826,ITUB4
2018-05-02,0.008826,ITUB4
2018-06-01,0.008826,ITUB4
2018-07-02,0.008826,ITUB4
2018-08-01,0.008826,ITUB4
2018-08-20,0.440836,ITUB4
2018-09-03,0.008826,ITUB4
2018-10-01,0.008826,ITUB4
2018-11-01,0.008826,ITUB4
2018-12-03,0.013239,ITUB4
2018-12-18,0.009356,ITUB4
2019-01-02,0.013239,ITUB4
2019-02-01,0.013239,ITUB4
2019-02-22,1.588791,ITUB4
2019-03-01,0.013239,ITUB4
2019-04-01,0.013239,ITUB4
2019-05-02,0.013239,ITUB4
2019-06-03,0.013239,ITUB4
2019-07-01,0.013239,ITUB4
2019-08-01,0.013239,ITUB4
2019-08-16,0.694528,ITUB4
2019-09-02,0.013239,ITUB4
2019-10-01,0.013239,ITUB4
2019-11-01,0.013239,ITUB4
2019-12-02,0.013239,ITUB4
2019-12-13,0.033151,ITUB4
2020-01-02,0.013239,ITUB4
2020-02-03,0.013239,ITUB4
2020-02-21,0.888526,ITUB4
2020-03-02,0.013239,ITUB4
2020-04-01,0.013239,ITUB4
2020-05-04,0.013239,ITUB4
2020-06-01,0.013239,ITUB4
2020-07-01,0.013239,ITUB4
2020-08-03,0.013239,ITUB4
2020-08-18,0.04669,ITUB4
2020-09-01,0.013239,ITUB4
2020-10-01,0.013239,ITUB4
2020-11-03,0.013239,ITUB4
2020-12-01,0.013239,ITUB4
2020-12-11,0.056452,ITUB4
2021-01-04,0.013239,ITUB4
2021-01-26,0.044272,ITUB4
2021-02-01,0.013239,ITUB4
2021-02-26,0.129733,ITUB4
2021-03-01,0.013239,ITUB4
2021-03-26,0.044695,ITUB4
2021-04-01,0.013239,ITUB4
2021-04-28,0.04985,ITUB4
2021-05-03,0.013239,ITUB4
2021-05-25,0.043019,ITUB4
2021-06-01,0.013239,ITUB4
2021-07-01,0.013239,ITUB4
2021-08-02,0.013239,ITUB4
2021-08-16,0.09165,ITUB4
2021-09-01,0.013239,ITUB4
2021-10-01,0.013239,ITUB4
2021-11-01,0.015578,ITUB4
2021-11-22,0.233496,ITUB4
2021-12-01,0.015578,ITUB4
2022-01-03,0.015578,ITUB4
2022-02-01,0.015578,ITUB4
2022-02-22,0.012056,ITUB4
2022-03-02,0.015578,ITUB4
2022-04-01,0.015578,ITUB4
2022-05-02,0.015578,ITUB4
2022-06-01,0.015578,ITUB4
2022-07-01,0.015578,ITUB4
2022-08-01,0.015578,ITUB4
2022-08-19,0.270521,ITUB4
2022-09-01,0.015578,ITUB4
2022-10-03,0.015578,ITUB4
2022-11-01,0.015578,ITUB4
2022-12-01,0.015578,ITUB4
2022-12-09,0.429109,ITUB4
2023-01-02,0.015578,ITUB4
2023-02-01,0.015578,ITUB4
2023-03-01,0.015578,ITUB4
2023-03-24,0.231244,ITUB4
2023-04-03,0.015578,ITUB4
2023-05-02,0.015578,ITUB4
2023-06-01,0.015578,ITUB4
2023-06-20,0.23504,ITUB4
2023-07-03,0.015578,ITUB4
2023-08-01,0.015578,ITUB4
2023-09-01,0.015578,ITUB4
2023-09-19,0.237688,ITUB4
2023-10-02,0.015578,ITUB4
2023-11-01,0.015578,ITUB4
2023-12-01,0.015578,ITUB4
2023-12-07,0.218217,ITUB4
2024-01-02,0.015578,ITUB4
2024-02-01,0.015578,ITUB4
2024-02-22,0.993049,ITUB4
2024-03-01,0.015578,ITUB4
2024-03-22,0.213416,ITUB4
2024-04-01,0.015578,ITUB4
2024-05-02,0.015578,ITUB4
2024-06-03,0.015578,ITUB4
2024-06-21,0.221536,ITUB4
2024-07-01,0.015578,ITUB4
2024-08-01,0.015578,ITUB4
2024-09-02,0.015578,ITUB4
2024-09-20,0.240936,ITUB4
2024-10-01,0.015578,ITUB4
2024-11-01,0.015578,ITUB4
2024-12-02,0.015578,ITUB4
2024-12-10,0.274104,ITUB4
2025-01-02,0.015578,ITUB4
2025-02-03,0.015578,ITUB4
2025-02-18,1.398385,ITUB4
2025-03-05,0.015578,ITUB4
2025-04-01,0.017136,ITUB4
2025-05-02,0.017136,ITUB4
2025-06-02,0.017136,ITUB4
2025-06-10,0.324369,ITUB4
2025-07-01,0.017136,ITUB4
2025-08-01,0.017136,ITUB4
2025-08-19,0.352816,ITUB4
2025-09-01,0.017136,ITUB4
2025-10-01,0.017136,ITUB4
2025-11-03,0.017136,ITUB4
2025-12-01,0.017136,ITUB4
2025-12-10,2.172789,ITUB4
2026-01-02,0.018182,ITUB4
2026-02-02,0.018182,ITUB4
2026-03-02,0.018182,ITUB4
2008-01-03,0.004691,BBDC4
2008-02-06,0.004691,BBDC4
2008-03-04,0.004691,BBDC4
2008-04-02,0.004691,BBDC4
2008-05-05,0.004691,BBDC4
2008-06-03,0.004691,BBDC4
2008-07-02,0.004691,BBDC4
2008-08-04,0.004691,BBDC4
2008-09-02,0.004691,BBDC4
2008-10-02,0.004691,BBDC4
2008-11-04,0.004691,BBDC4
2008-12-02,0.004691,BBDC4
2008-12-08,0.189631,BBDC4
2009-01-05,0.004691,BBDC4
2009-02-03,0.00516,BBDC4
2009-03-03,0.00516,BBDC4
2009-04-02,0.00516,BBDC4
2009-05-05,0.00516,BBDC4
2009-06-02,0.00516,BBDC4
2009-07-02,0.00516,BBDC4
2009-07-06,0.060712,BBDC4
2009-08-04,0.00516,BBDC4
2009-09-02,0.00516,BBDC4
2009-10-02,0.00516,BBDC4
2009-11-04,0.00516,BBDC4
2009-12-02,0.00516,BBDC4
2010-01-05,0.00516,BBDC4
2010-02-02,0.00516,BBDC4
2010-02-11,0.008369,BBDC4
2010-03-02,0.00516,BBDC4
2010-04-05,0.00516,BBDC4
2010-05-04,0.00516,BBDC4
2010-06-02,0.00516,BBDC4
2010-06-29,0.060712,BBDC4
2010-07-02,0.00516,BBDC4
2010-08-03,0.00516,BBDC4
2010-09-02,0.00516,BBDC4
2010-10-04,0.00516,BBDC4
2010-11-03,0.00516,BBDC4
2010-12-02,0.00516,BBDC4
2011-01-04,0.005182,BBDC4
2011-02-02,0.005182,BBDC4
2011-02-14,0.03127,BBDC4
2011-03-02,0.005182,BBDC4
2011-04-04,0.005182,BBDC4
2011-05-03,0.005182,BBDC4
2011-06-02,0.005182,BBDC4
2011-06-28,0.060964,BBDC4
2011-07-04,0.005182,BBDC4
2011-08-02,0.005182,BBDC4
2011-09-02,0.0057,BBDC4
2011-10-04,0.0057,BBDC4
2011-11-03,0.0057,BBDC4
2011-12-02,0.0057,BBDC4
2011-12-13,0.22587,BBDC4
2012-01-03,0.0057,BBDC4
2012-02-02,0.0057,BBDC4
2012-03-02,0.0057,BBDC4
2012-04-03,0.00627,BBDC4
2012-05-03,0.00627,BBDC4
2012-06-04,0.00627,BBDC4
2012-06-28,0.073768,BBDC4
2012-07-03,0.007377,BBDC4
2012-08-02,0.007377,BBDC4
2012-09-04,0.007377,BBDC4
2012-10-02,0.007377,BBDC4
2012-11-05,0.007377,BBDC4
2012-12-04,0.007377,BBDC4
2012-12-26,0.200921,BBDC4
2013-01-03,0.00627,BBDC4
2013-02-04,0.007377,BBDC4
2013-02-06,0.026062,BBDC4
2013-03-04,0.007377,BBDC4
2013-04-02,0.008114,BBDC4
2013-05-03,0.008114,BBDC4
2013-06-04,0.008114,BBDC4
2013-06-28,0.081174,BBDC4
2013-07-02,0.008114,BBDC4
2013-08-02,0.008114,BBDC4
2013-09-03,0.008114,BBDC4
2013-10-02,0.008114,BBDC4
2013-11-04,0.008114,BBDC4
2013-12-03,0.008114,BBDC4
2013-12-26,0.13909,BBDC4
2014-02-04,0.008114,BBDC4
2014-03-06,0.008114,BBDC4
2014-04-02,0.008114,BBDC4
2014-05-05,0.008114,BBDC4
2014-06-03,0.008114,BBDC4
2014-06-25,0.081152,BBDC4
2014-07-02,0.008114,BBDC4
2014-08-04,0.008114,BBDC4
2014-09-02,0.008114,BBDC4
2014-10-02,0.008114,BBDC4
2014-11-04,0.008114,BBDC4
2014-12-02,0.008114,BBDC4
2014-12-23,0.254562,BBDC4
2015-01-05,0.008114,BBDC4
2015-02-03,0.008114,BBDC4
2015-02-10,0.061727,BBDC4
2015-03-03,0.008114,BBDC4
2015-04-02,0.008926,BBDC4
2015-05-05,0.008926,BBDC4
2015-06-02,0.008926,BBDC4
2015-06-23,0.089324,BBDC4
2015-07-02,0.008926,BBDC4
2015-08-04,0.008926,BBDC4
2015-09-02,0.008926,BBDC4
2015-10-02,0.008926,BBDC4
2015-11-04,0.008926,BBDC4
2015-12-02,0.008926,BBDC4
2015-12-17,0.397238,BBDC4
2016-01-05,0.008926,BBDC4
2016-02-02,0.008926,BBDC4
2016-03-02,0.008926,BBDC4
2016-04-04,0.008926,BBDC4
2016-05-03,0.009818,BBDC4
2016-06-02,0.009818,BBDC4
2016-06-23,0.098198,BBDC4
2016-07-04,0.009818,BBDC4
2016-08-02,0.009818,BBDC4
2016-09-02,0.009818,BBDC4
2016-10-03,0.325071,BBDC4
2016-10-04,0.009818,BBDC4
2016-11-03,0.009818,BBDC4
2016-12-02,0.009818,BBDC4
2016-12-22,0.14612,BBDC4
2017-01-03,0.009818,BBDC4
2017-02-02,0.009818,BBDC4
2017-03-02,0.009818,BBDC4
2017-04-04,0.009818,BBDC4
2017-05-03,0.0108,BBDC4
2017-06-02,0.0108,BBDC4
2017-07-03,0.107998,BBDC4
2017-07-04,0.0108,BBDC4
2017-08-02,0.0108,BBDC4
2017-09-04,0.0108,BBDC4
2017-10-03,0.0108,BBDC4
2017-11-03,0.0108,BBDC4
2017-12-04,0.0108,BBDC4
2017-12-26,0.472367,BBDC4
2018-01-03,0.0108,BBDC4
2018-02-02,0.0108,BBDC4
2018-03-02,0.0108,BBDC4
2018-04-03,0.01188,BBDC4
2018-05-03,0.01188,BBDC4
2018-06-04,0.01188,BBDC4
2018-07-03,0.01188,BBDC4
2018-08-02,0.01188,BBDC4
2018-09-04,0.01188,BBDC4
2018-10-02,0.01188,BBDC4
2018-11-05,0.01188,BBDC4
2018-12-04,0.01188,BBDC4
2018-12-26,0.457176,BBDC4
2019-01-03,0.01188,BBDC4
2019-02-04,0.01188,BBDC4
2019-03-06,0.01188,BBDC4
2019-04-02,0.014255,BBDC4
2019-05-03,0.014255,BBDC4
2019-06-04,0.014255,BBDC4
2019-07-01,0.142592,BBDC4
2019-07-02,0.014255,BBDC4
2019-08-02,0.014255,BBDC4
2019-09-03,0.014255,BBDC4
2019-10-02,0.014255,BBDC4
2019-10-18,0.784011,BBDC4
2019-11-04,0.014255,BBDC4
2019-12-03,0.014255,BBDC4
2019-12-20,0.416016,BBDC4
2020-01-03,0.014255,BBDC4
2020-02-04,0.014255,BBDC4
2020-02-18,0.04811,BBDC4
2020-03-03,0.014255,BBDC4
2020-04-02,0.014255,BBDC4
2020-05-05,0.015681,BBDC4
2020-06-02,0.015681,BBDC4
2020-07-02,0.015681,BBDC4
2020-08-04,0.015681,BBDC4
2020-09-02,0.015681,BBDC4
2020-10-02,0.015681,BBDC4
2020-11-04,0.015681,BBDC4
2020-12-02,0.015681,BBDC4
2020-12-29,0.343201,BBDC4
2021-01-05,0.015681,BBDC4
2021-02-02,0.015681,BBDC4
2021-02-18,0.018034,BBDC4
2021-03-02,0.015681,BBDC4
2021-04-05,0.015681,BBDC4
2021-05-04,0.017249,BBDC4
2021-06-02,0.017249,BBDC4
2021-07-02,0.017249,BBDC4
2021-07-05,0.490007,BBDC4
2021-08-03,0.017249,BBDC4
2021-09-02,0.017249,BBDC4
2021-10-04,0.017249,BBDC4
2021-11-03,0.017249,BBDC4
2021-12-02,0.017249,BBDC4
2021-12-21,0.216254,BBDC4
2022-01-04,0.017249,BBDC4
2022-02-02,0.017249,BBDC4
2022-03-03,0.017249,BBDC4
2022-04-04,0.017249,BBDC4
2022-05-03,0.018974,BBDC4
2022-06-02,0.018974,BBDC4
2022-06-21,0.196595,BBDC4
2022-07-04,0.018974,BBDC4
2022-08-02,0.018974,BBDC4
2022-09-02,0.018974,BBDC4
2022-10-04,0.018974,BBDC4
2022-11-03,0.018974,BBDC4
2022-12-02,0.018975,BBDC4
2023-01-03,0.018975,BBDC4
2023-01-09,0.583406,BBDC4
2023-02-02,0.018975,BBDC4
2023-03-02,0.018975,BBDC4
2023-04-04,0.018975,BBDC4
2023-05-03,0.018975,BBDC4
2023-06-02,0.018975,BBDC4
2023-06-27,0.196897,BBDC4
2023-07-04,0.018975,BBDC4
2023-08-02,0.018975,BBDC4
2023-09-04,0.018975,BBDC4
2023-10-03,0.018975,BBDC4
2023-11-03,0.018975,BBDC4
2023-12-04,0.018975,BBDC4
2023-12-22,0.688942,BBDC4
2024-01-03,0.018975,BBDC4
2024-02-02,0.018975,BBDC4
2024-03-04,0.018975,BBDC4
2024-04-02,0.018975,BBDC4
2024-05-03,0.018975,BBDC4
2024-06-04,0.018975,BBDC4
2024-06-18,0.395055,BBDC4
2024-07-02,0.018975,BBDC4
2024-08-02,0.018975,BBDC4
2024-09-03,0.018975,BBDC4
2024-10-01,0.197528,BBDC4
2024-10-02,0.018975,BBDC4
2024-11-04,0.018975,BBDC4
2024-12-03,0.018975,BBDC4
2025-01-02,0.293976,BBDC4
2025-01-03,0.018975,BBDC4
2025-02-04,0.018975,BBDC4
2025-03-06,0.018975,BBDC4
2025-04-01,0.227824,BBDC4
2025-04-02,0.018975,BBDC4
2025-05-05,0.018975,BBDC4
2025-06-03,0.018975,BBDC4
2025-07-01,0.297161,BBDC4
2025-07-02,0.018975,BBDC4
2025-08-04,0.018975,BBDC4
2025-09-02,0.018975,BBDC4
2025-09-30,0.297161,BBDC4
2025-10-02,0.018975,BBDC4
2025-11-04,0.018975,BBDC4
2025-12-02,0.018975,BBDC4
2025-12-30,0.38631,BBDC4
2026-01-05,0.018975,BBDC4
2026-02-03,0.018975,BBDC4
2026-03-03,0.018975,BBDC4
2008-05-15,0.112108,BBAS3
2009-06-23,0.090111,BBAS3
2009-08-14,0.095437,BBAS3
2009-09-22,0.092699,BBAS3
2009-11-13,0.061449,BBAS3
2009-12-22,0.094522,BBAS3
2010-02-26,0.234099,BBAS3
2010-03-25,0.100859,BBAS3
2010-05-24,0.086456,BBAS3
2010-05-25,0.103933,BBAS3
2010-08-19,0.100325,BBAS3
2010-09-23,0.100122,BBAS3
2010-11-23,0.065712,BBAS3
2010-12-23,0.101883,BBAS3
2011-02-22,0.16309,BBAS3
2011-03-23,0.107548,BBAS3
2011-05-20,0.078481,BBAS3
2011-06-22,0.131216,BBAS3
2011-08-19,0.106038,BBAS3
2011-09-22,0.139091,BBAS3
2011-11-18,0.062943,BBAS3
2011-12-22,0.140221,BBAS3
2012-02-17,0.078498,BBAS3
2012-03-23,0.14664,BBAS3
2012-05-11,0.031655,BBAS3
2012-06-22,0.14912,BBAS3
2012-08-22,0.062033,BBAS3
2012-09-12,0.142911,BBAS3
2012-11-19,0.053466,BBAS3
2012-12-13,0.148589,BBAS3
2013-03-04,0.13066,BBAS3
2013-03-12,0.132464,BBAS3
2013-05-22,0.049105,BBAS3
2013-06-12,0.140991,BBAS3
2013-08-23,0.390436,BBAS3
2013-09-12,0.156886,BBAS3
2013-11-22,0.033308,BBAS3
2013-12-12,0.154643,BBAS3
2014-02-14,0.066078,BBAS3
2014-03-12,0.157319,BBAS3
2014-05-20,0.040609,BBAS3
2014-06-13,0.160521,BBAS3
2014-08-20,0.03939,BBAS3
2014-09-12,0.168261,BBAS3
2014-11-17,0.027859,BBAS3
2014-12-12,0.169975,BBAS3
2015-02-20,0.0456,BBAS3
2015-03-24,0.188496,BBAS3
2015-05-22,0.225569,BBAS3
2015-06-12,0.144947,BBAS3
2015-08-24,0.07052,BBAS3
2015-09-14,0.133039,BBAS3
2015-11-24,0.085403,BBAS3
2015-12-14,0.137246,BBAS3
2016-03-03,0.045284,BBAS3
2016-03-14,0.049143,BBAS3
2016-05-24,0.066842,BBAS3
2016-06-14,0.068878,BBAS3
2016-08-23,0.069983,BBAS3
2016-09-13,0.063326,BBAS3
2016-11-22,0.054936,BBAS3
2016-12-13,0.038466,BBAS3
2017-03-02,0.012954,BBAS3
2017-03-14,0.036058,BBAS3
2017-05-23,0.09147,BBAS3
2017-06-13,0.039287,BBAS3
2017-08-22,0.102152,BBAS3
2017-09-12,0.038146,BBAS3
2017-11-22,0.111619,BBAS3
2017-12-12,0.041299,BBAS3
2018-03-02,0.122835,BBAS3
2018-03-13,0.040855,BBAS3
2018-05-22,0.106977,BBAS3
2018-06-12,0.038602,BBAS3
2018-08-22,0.134831,BBAS3
2018-09-12,0.042746,BBAS3
2018-11-22,0.416893,BBAS3
2018-12-12,0.062835,BBAS3
2019-02-22,0.295944,BBAS3
2019-03-12,0.078062,BBAS3
2019-05-22,0.207419,BBAS3
2019-06-12,0.085527,BBAS3
2019-08-22,0.223078,BBAS3
2019-09-12,0.116478,BBAS3
2019-11-22,0.182521,BBAS3
2019-12-12,0.088087,BBAS3
2020-02-26,0.219441,BBAS3
2020-03-12,0.09071,BBAS3
2020-08-24,0.220994,BBAS3
2020-09-14,0.051431,BBAS3
2020-11-17,0.097387,BBAS3
2020-12-14,0.058492,BBAS3
2021-02-23,0.217932,BBAS3
2021-03-12,0.072857,BBAS3
2021-05-24,0.207223,BBAS3
2021-06-14,0.08426,BBAS3
2021-08-24,0.174144,BBAS3
2021-09-14,0.09237,BBAS3
2021-11-23,0.196852,BBAS3
2021-12-14,0.087496,BBAS3
2022-03-03,0.412361,BBAS3
2022-03-15,0.105314,BBAS3
2022-05-24,0.336536,BBAS3
2022-06-14,0.125143,BBAS3
2022-08-23,0.393969,BBAS3
2022-09-13,0.136868,BBAS3
2022-11-22,0.402342,BBAS3
2022-12-13,0.172763,BBAS3
2023-02-24,0.413441,BBAS3
2023-03-14,0.176018,BBAS3
2023-06-02,0.388714,BBAS3
2023-06-13,0.169316,BBAS3
2023-08-22,0.407864,BBAS3
2023-09-12,0.167099,BBAS3
2023-12-12,0.171153,BBAS3
2024-03-12,0.205018,BBAS3
2024-06-12,0.457947,BBAS3
2024-06-14,0.20424,BBAS3
2024-08-22,0.474655,BBAS3
2024-09-12,0.186602,BBAS3
2024-11-26,0.483304,BBAS3
2024-12-12,0.176491,BBAS3
2025-03-12,0.640422,BBAS3
2025-06-03,0.424705,BBAS3
2025-12-02,0.071927,BBAS3
2025-12-03,0.045833,BBAS3
2026-02-24,0.220517,BBAS3
2026-03-03,0.070142,BBAS3
2008-02-20,0.019083,WEGE3
2008-07-22,0.024112,WEGE3
2008-09-19,0.011538,WEGE3
2008-12-17,0.011834,WEGE3
2009-02-17,0.041716,WEGE3
2009-03-24,0.006657,WEGE3
2009-06-17,0.005917,WEGE3
2009-07-24,0.017012,WEGE3
2009-09-18,0.005917,WEGE3
2009-12-15,0.002219,WEGE3
2010-03-24,0.006361,WEGE3
2010-06-30,0.007396,WEGE3
2010-07-28,0.015828,WEGE3
2010-09-22,0.006953,WEGE3
2010-12-22,0.007396,WEGE3
2011-02-23,0.024112,WEGE3
2011-03-23,0.010094,WEGE3
2011-06-22,0.011312,WEGE3
2011-07-22,0.014349,WEGE3
2011-09-21,0.012182,WEGE3
2011-12-21,0.012182,WEGE3
2012-02-15,0.02071,WEGE3
2012-03-21,0.009615,WEGE3
2012-06-27,0.009615,WEGE3
2012-07-25,0.014793,WEGE3
2012-09-26,0.009615,WEGE3
2012-12-19,0.008728,WEGE3
2013-02-27,0.030473,WEGE3
2013-03-27,0.009572,WEGE3
2013-06-26,0.008876,WEGE3
